timestamp,current_temperature,current_humidity,current_condition,future_condition_after_2hr
2025-01-01 02:50:00,34.11,67.16,Cloudy,Sunny
2025-01-01 02:55:00,23.9,83.94,Rainy,Sunny
2025-01-01 03:00:00,31.04,81.85,Sunny,Rainy
2025-01-01 03:05:00,20.2,53.13,Sunny,Rainy
2025-01-01 03:10:00,23.36,76.24,Rainy,Rainy
2025-01-01 03:15:00,30.98,63.83,Rainy,Cloudy
2025-01-01 03:20:00,33.69,64.99,Rainy,Rainy
2025-01-01 03:25:00,30.86,43.08,Cloudy,Cloudy
2025-01-01 03:30:00,29.42,58.3,Rainy,Rainy
2025-01-01 03:35:00,28.49,51.87,Cloudy,Rainy
2025-01-01 03:40:00,22.61,68.28,Rainy,Sunny
2025-01-01 03:45:00,26.4,70.71,Rainy,Sunny
2025-01-01 03:50:00,27.7,39.26,Sunny,Cloudy
2025-01-01 03:55:00,35.29,59.78,Sunny,Cloudy
2025-01-01 04:00:00,31.72,71.22,Cloudy,Sunny
2025-01-01 04:05:00,21.18,58.13,Cloudy,Sunny
2025-01-01 04:10:00,31.62,67.29,Sunny,Cloudy
2025-01-01 04:15:00,28.07,63.51,Sunny,Cloudy
2025-01-01 04:20:00,26.62,63.42,Cloudy,Sunny
2025-01-01 04:25:00,33.06,57.29,Cloudy,Sunny
2025-01-01 04:30:00,35.15,47.83,Sunny,Cloudy
2025-01-01 04:35:00,34.66,48.78,Sunny,Rainy
2025-01-01 04:40:00,25.8,67.09,Cloudy,Rainy
2025-01-01 04:45:00,28.45,60.19,Rainy,Cloudy
2025-01-01 04:50:00,31.66,58.61,Rainy,Sunny
2025-01-01 04:55:00,34.88,55.76,Cloudy,Cloudy
2025-01-01 05:00:00,27.6,56.95,Sunny,Rainy
2025-01-01 05:05:00,29.07,70.47,Cloudy,Rainy
2025-01-01 05:10:00,24.47,56.65,Rainy,Sunny
2025-01-01 05:15:00,24.02,46.59,Rainy,Rainy
2025-01-01 05:20:00,34.06,67.44,Sunny,Rainy
2025-01-01 05:25:00,36.78,57.95,Rainy,Rainy
2025-01-01 05:30:00,29.64,60.31,Rainy,Sunny
2025-01-01 05:35:00,35.02,76.08,Rainy,Sunny
2025-01-01 05:40:00,31.81,59.79,Sunny,Sunny
2025-01-01 05:45:00,26.77,62.89,Sunny,Sunny
2025-01-01 05:50:00,31.81,48.21,Sunny,Sunny
2025-01-01 05:55:00,37.69,57.8,Sunny,Sunny
2025-01-01 06:00:00,29.82,66.1,Sunny,Cloudy
2025-01-01 06:05:00,37.82,44.45,Sunny,Sunny
2025-01-01 06:10:00,16.9,62.01,Cloudy,Sunny
2025-01-01 06:15:00,34.11,61.01,Sunny,Sunny
2025-01-01 06:20:00,30.44,60.41,Sunny,Sunny
2025-01-01 06:25:00,28.5,70.37,Sunny,Rainy
2025-01-01 06:30:00,30.46,63.34,Sunny,Rainy
2025-01-01 06:35:00,20.06,74.78,Rainy,Rainy
2025-01-01 06:40:00,28.9,50.06,Rainy,Sunny
2025-01-01 06:45:00,31.79,61.36,Rainy,Sunny
2025-01-01 06:50:00,37.39,60.84,Sunny,Sunny
2025-01-01 06:55:00,27.41,49.31,Sunny,Rainy
2025-01-01 07:00:00,25.96,69.56,Sunny,Cloudy
2025-01-01 07:05:00,27.49,83.25,Rainy,Rainy
2025-01-01 07:10:00,34.58,59.83,Cloudy,Sunny
2025-01-01 07:15:00,31.64,65.05,Rainy,Cloudy
2025-01-01 07:20:00,27.35,60.85,Sunny,Rainy
2025-01-01 07:25:00,32.57,52.86,Cloudy,Cloudy
2025-01-01 07:30:00,30.49,41.79,Rainy,Sunny
2025-01-01 07:35:00,34.84,52.94,Cloudy,Cloudy
2025-01-01 07:40:00,26.49,46.08,Sunny,Cloudy
2025-01-01 07:45:00,28.36,77.04,Cloudy,Cloudy
2025-01-01 07:50:00,28.04,58.85,Cloudy,Cloudy
2025-01-01 07:55:00,22.68,56.54,Cloudy,Sunny
2025-01-01 08:00:00,31.48,68.89,Cloudy,Rainy
2025-01-01 08:05:00,31.31,48.78,Sunny,Sunny
2025-01-01 08:10:00,30.03,52.33,Rainy,Rainy
2025-01-01 08:15:00,28.83,60.68,Sunny,Rainy
2025-01-01 08:20:00,22.92,70.29,Rainy,Sunny
2025-01-01 08:25:00,27.9,65.02,Rainy,Sunny
2025-01-01 08:30:00,28.29,62.48,Sunny,Cloudy
2025-01-01 08:35:00,25.99,60.78,Sunny,Sunny
2025-01-01 08:40:00,29.19,64.0,Cloudy,Sunny
2025-01-01 08:45:00,32.02,62.02,Sunny,Sunny
2025-01-01 08:50:00,39.43,49.7,Sunny,Sunny
2025-01-01 08:55:00,30.87,60.46,Sunny,Rainy
2025-01-01 09:00:00,31.29,49.26,Sunny,Sunny
2025-01-01 09:05:00,29.63,60.81,Rainy,Sunny
2025-01-01 09:10:00,20.41,55.19,Sunny,Rainy
2025-01-01 09:15:00,29.87,85.39,Sunny,Sunny
2025-01-01 09:20:00,30.3,59.6,Rainy,Sunny
2025-01-01 09:25:00,42.32,45.96,Sunny,Sunny
2025-01-01 09:30:00,29.04,58.66,Sunny,Rainy
2025-01-01 09:35:00,31.51,65.19,Sunny,Sunny
2025-01-01 09:40:00,29.83,76.73,Rainy,Sunny
2025-01-01 09:45:00,24.16,54.11,Sunny,Cloudy
2025-01-01 09:50:00,35.71,44.18,Sunny,Sunny
2025-01-01 09:55:00,33.76,68.17,Cloudy,Sunny
2025-01-01 10:00:00,33.96,46.19,Sunny,Sunny
2025-01-01 10:05:00,25.45,55.64,Sunny,Cloudy
2025-01-01 10:10:00,37.01,57.42,Sunny,Rainy
2025-01-01 10:15:00,22.99,59.3,Cloudy,Rainy
2025-01-01 10:20:00,32.93,66.89,Rainy,Sunny
2025-01-01 10:25:00,40.95,53.16,Rainy,Sunny
2025-01-01 10:30:00,25.05,57.26,Sunny,Rainy
2025-01-01 10:35:00,27.17,59.86,Sunny,Cloudy
2025-01-01 10:40:00,30.5,61.5,Rainy,Sunny
2025-01-01 10:45:00,27.48,60.98,Cloudy,Sunny
2025-01-01 10:50:00,22.25,64.36,Sunny,Rainy
2025-01-01 10:55:00,30.34,68.44,Sunny,Cloudy
2025-01-01 11:00:00,24.69,63.93,Rainy,Rainy
2025-01-01 11:05:00,32.37,64.54,Cloudy,Sunny
2025-01-01 11:10:00,25.4,44.18,Rainy,Sunny
2025-01-01 11:15:00,37.75,60.5,Sunny,Sunny
2025-01-01 11:20:00,26.08,64.8,Sunny,Cloudy
2025-01-01 11:25:00,28.39,67.29,Sunny,Rainy
2025-01-01 11:30:00,34.07,53.08,Cloudy,Rainy
2025-01-01 11:35:00,23.85,53.41,Rainy,Sunny
2025-01-01 11:40:00,31.14,54.26,Rainy,Rainy
2025-01-01 11:45:00,36.54,65.36,Sunny,Rainy
2025-01-01 11:50:00,21.96,70.34,Rainy,Rainy
2025-01-01 11:55:00,30.92,55.93,Rainy,Sunny
2025-01-01 12:00:00,31.3,69.08,Rainy,Sunny
2025-01-01 12:05:00,33.91,61.23,Sunny,Sunny
2025-01-01 12:10:00,23.82,58.76,Sunny,Sunny
2025-01-01 12:15:00,23.4,57.89,Sunny,Cloudy
2025-01-01 12:20:00,32.61,67.47,Sunny,Sunny
2025-01-01 12:25:00,31.48,63.26,Cloudy,Cloudy
2025-01-01 12:30:00,31.25,82.76,Sunny,Rainy
2025-01-01 12:35:00,31.73,51.48,Cloudy,Rainy
2025-01-01 12:40:00,26.6,65.18,Rainy,Sunny
2025-01-01 12:45:00,31.16,54.71,Rainy,Sunny
2025-01-01 12:50:00,31.47,51.31,Sunny,Sunny
2025-01-01 12:55:00,26.43,59.89,Sunny,Sunny
2025-01-01 13:00:00,39.33,61.37,Sunny,Sunny
2025-01-01 13:05:00,32.37,89.18,Sunny,Sunny
2025-01-01 13:10:00,24.04,58.16,Sunny,Sunny
2025-01-01 13:15:00,33.28,48.7,Sunny,Cloudy
2025-01-01 13:20:00,25.13,62.73,Sunny,Cloudy
2025-01-01 13:25:00,33.94,39.25,Cloudy,Cloudy
2025-01-01 13:30:00,35.79,59.08,Cloudy,Rainy
2025-01-01 13:35:00,25.9,60.16,Cloudy,Rainy
2025-01-01 13:40:00,34.82,67.95,Rainy,Sunny
2025-01-01 13:45:00,32.06,69.74,Rainy,Sunny
2025-01-01 13:50:00,34.11,54.96,Sunny,Cloudy
2025-01-01 13:55:00,39.48,58.49,Sunny,Sunny
2025-01-01 14:00:00,28.77,52.34,Cloudy,Cloudy
2025-01-01 14:05:00,26.23,48.72,Sunny,Sunny
2025-01-01 14:10:00,25.55,63.1,Cloudy,Rainy
2025-01-01 14:15:00,25.92,47.26,Sunny,Cloudy
2025-01-01 14:20:00,29.61,55.85,Rainy,Rainy
2025-01-01 14:25:00,31.71,50.05,Cloudy,Cloudy
2025-01-01 14:30:00,31.38,65.5,Rainy,Sunny
2025-01-01 14:35:00,34.14,78.01,Cloudy,Sunny
2025-01-01 14:40:00,30.07,46.98,Sunny,Cloudy
2025-01-01 14:45:00,37.27,41.47,Sunny,Sunny
2025-01-01 14:50:00,28.68,58.75,Cloudy,Cloudy
2025-01-01 14:55:00,43.6,60.16,Sunny,Sunny
2025-01-01 15:00:00,33.13,62.19,Cloudy,Sunny
2025-01-01 15:05:00,25.71,55.54,Sunny,Sunny
2025-01-01 15:10:00,24.65,57.99,Sunny,Sunny
2025-01-01 15:15:00,32.41,63.68,Sunny,Rainy
2025-01-01 15:20:00,28.88,70.4,Sunny,Sunny
2025-01-01 15:25:00,33.57,40.45,Rainy,Cloudy
2025-01-01 15:30:00,32.37,56.31,Sunny,Sunny
2025-01-01 15:35:00,29.64,62.14,Cloudy,Rainy
2025-01-01 15:40:00,25.77,50.82,Sunny,Rainy
2025-01-01 15:45:00,22.43,77.31,Rainy,Sunny
2025-01-01 15:50:00,27.77,53.65,Rainy,Sunny
2025-01-01 15:55:00,34.28,59.59,Sunny,Cloudy
2025-01-01 16:00:00,31.07,65.56,Sunny,Sunny
2025-01-01 16:05:00,23.77,54.09,Cloudy,Sunny
2025-01-01 16:10:00,30.87,41.53,Sunny,Rainy
2025-01-01 16:15:00,31.93,55.71,Sunny,Rainy
2025-01-01 16:20:00,25.58,70.29,Rainy,Rainy
2025-01-01 16:25:00,30.77,56.63,Rainy,Cloudy
2025-01-01 16:30:00,30.29,51.54,Rainy,Sunny
2025-01-01 16:35:00,24.29,69.26,Cloudy,Sunny
2025-01-01 16:40:00,31.79,56.69,Sunny,Sunny
2025-01-01 16:45:00,32.8,54.9,Sunny,Rainy
2025-01-01 16:50:00,35.42,61.49,Sunny,Rainy
2025-01-01 16:55:00,35.27,67.71,Rainy,Sunny
2025-01-01 17:00:00,23.11,83.82,Rainy,Sunny
2025-01-01 17:05:00,25.31,68.27,Sunny,Sunny
2025-01-01 17:10:00,32.58,71.6,Sunny,Rainy
2025-01-01 17:15:00,32.57,54.94,Sunny,Sunny
2025-01-01 17:20:00,32.58,49.74,Rainy,Sunny
2025-01-01 17:25:00,49.26,60.62,Sunny,Sunny
2025-01-01 17:30:00,32.85,61.07,Sunny,Sunny
2025-01-01 17:35:00,35.68,49.21,Sunny,Sunny
2025-01-01 17:40:00,34.77,58.25,Sunny,Rainy
2025-01-01 17:45:00,33.26,63.99,Sunny,Sunny
2025-01-01 17:50:00,28.42,63.6,Rainy,Sunny
2025-01-01 17:55:00,33.79,65.04,Sunny,Sunny
2025-01-01 18:00:00,26.14,62.91,Sunny,Rainy
2025-01-01 18:05:00,28.82,54.93,Sunny,Sunny
2025-01-01 18:10:00,27.57,54.86,Rainy,Cloudy
2025-01-01 18:15:00,30.41,48.01,Sunny,Sunny
2025-01-01 18:20:00,41.57,77.85,Cloudy,Sunny
2025-01-01 18:25:00,20.66,60.13,Sunny,Rainy
2025-01-01 18:30:00,33.43,57.75,Sunny,Rainy
2025-01-01 18:35:00,21.94,50.71,Rainy,Sunny
2025-01-01 18:40:00,27.64,89.36,Rainy,Rainy
2025-01-01 18:45:00,35.44,49.27,Sunny,Sunny
2025-01-01 18:50:00,30.32,55.71,Rainy,Cloudy
2025-01-01 18:55:00,24.61,64.16,Sunny,Rainy
2025-01-01 19:00:00,26.42,66.0,Cloudy,Rainy
2025-01-01 19:05:00,33.4,69.58,Rainy,Sunny
2025-01-01 19:10:00,26.35,78.08,Rainy,Sunny
2025-01-01 19:15:00,31.08,65.06,Sunny,Sunny
2025-01-01 19:20:00,30.23,49.44,Sunny,Sunny
2025-01-01 19:25:00,26.74,57.43,Sunny,Sunny
2025-01-01 19:30:00,40.72,63.08,Sunny,Rainy
2025-01-01 19:35:00,33.17,80.68,Sunny,Rainy
2025-01-01 19:40:00,19.87,46.02,Rainy,Sunny
2025-01-01 19:45:00,30.93,72.03,Rainy,Sunny
2025-01-01 19:50:00,26.69,61.8,Sunny,Cloudy
2025-01-01 19:55:00,34.26,68.38,Sunny,Cloudy
2025-01-01 20:00:00,26.04,58.98,Cloudy,Sunny
2025-01-01 20:05:00,29.43,51.58,Cloudy,Sunny
2025-01-01 20:10:00,32.52,67.51,Sunny,Rainy
2025-01-01 20:15:00,34.33,66.54,Sunny,Rainy
2025-01-01 20:20:00,24.0,69.72,Rainy,Sunny
2025-01-01 20:25:00,28.33,59.87,Rainy,Sunny
2025-01-01 20:30:00,27.63,54.0,Sunny,Cloudy
2025-01-01 20:35:00,26.73,44.41,Sunny,Rainy
2025-01-01 20:40:00,38.83,68.19,Cloudy,Sunny
2025-01-01 20:45:00,32.02,64.24,Rainy,Cloudy
2025-01-01 20:50:00,23.7,50.34,Sunny,Sunny
2025-01-01 20:55:00,34.59,54.61,Cloudy,Sunny
2025-01-01 21:00:00,40.61,55.33,Sunny,Rainy
2025-01-01 21:05:00,35.16,45.17,Sunny,Rainy
2025-01-01 21:10:00,22.4,51.82,Rainy,Cloudy
2025-01-01 21:15:00,27.58,48.66,Rainy,Rainy
2025-01-01 21:20:00,36.33,55.88,Cloudy,Sunny
2025-01-01 21:25:00,26.46,52.61,Rainy,Cloudy
2025-01-01 21:30:00,32.22,43.73,Sunny,Rainy
2025-01-01 21:35:00,33.87,80.23,Cloudy,Rainy
2025-01-01 21:40:00,25.37,72.53,Rainy,Rainy
2025-01-01 21:45:00,29.7,52.21,Rainy,Sunny
2025-01-01 21:50:00,13.79,62.72,Rainy,Sunny
2025-01-01 21:55:00,24.88,64.17,Sunny,Rainy
2025-01-01 22:00:00,28.74,71.91,Sunny,Rainy
2025-01-01 22:05:00,23.76,51.81,Rainy,Rainy
2025-01-01 22:10:00,38.16,70.92,Rainy,Sunny
2025-01-01 22:15:00,22.85,54.52,Rainy,Rainy
2025-01-01 22:20:00,27.8,46.64,Sunny,Rainy
2025-01-01 22:25:00,30.65,67.24,Rainy,Rainy
2025-01-01 22:30:00,37.21,72.91,Rainy,Sunny
2025-01-01 22:35:00,22.82,85.88,Rainy,Cloudy
2025-01-01 22:40:00,35.82,48.0,Sunny,Rainy
2025-01-01 22:45:00,30.05,66.99,Cloudy,Sunny
2025-01-01 22:50:00,25.09,55.9,Rainy,Sunny
2025-01-01 22:55:00,32.31,67.83,Sunny,Sunny
2025-01-01 23:00:00,31.0,45.3,Sunny,Cloudy
2025-01-01 23:05:00,27.0,47.37,Sunny,Sunny
2025-01-01 23:10:00,30.35,52.24,Cloudy,Rainy
2025-01-01 23:15:00,28.07,60.79,Sunny,Sunny
2025-01-01 23:20:00,30.57,53.59,Rainy,Sunny
2025-01-01 23:25:00,33.31,66.59,Sunny,Rainy
2025-01-01 23:30:00,37.93,70.27,Sunny,Sunny
2025-01-01 23:35:00,23.81,66.0,Rainy,Sunny
2025-01-01 23:40:00,40.67,76.19,Sunny,Sunny
2025-01-01 23:45:00,20.24,64.16,Sunny,Sunny
2025-01-01 23:50:00,29.24,47.83,Sunny,Sunny
2025-01-01 23:55:00,32.94,73.63,Sunny,Rainy
2025-01-02 00:00:00,31.4,53.95,Sunny,Sunny
2025-01-02 00:05:00,26.89,69.1,Rainy,Rainy
2025-01-02 00:10:00,28.96,75.74,Sunny,Sunny
2025-01-02 00:15:00,27.53,64.57,Rainy,Sunny
2025-01-02 00:20:00,27.05,45.04,Sunny,Sunny
2025-01-02 00:25:00,34.25,50.82,Sunny,Rainy
2025-01-02 00:30:00,31.79,73.23,Sunny,Sunny
2025-01-02 00:35:00,26.54,58.31,Rainy,Cloudy
2025-01-02 00:40:00,34.5,60.8,Sunny,Cloudy
2025-01-02 00:45:00,31.54,67.59,Cloudy,Sunny
2025-01-02 00:50:00,34.06,66.96,Cloudy,Sunny
2025-01-02 00:55:00,33.15,62.79,Sunny,Sunny
2025-01-02 01:00:00,25.86,57.91,Sunny,Cloudy
2025-01-02 01:05:00,27.2,56.87,Sunny,Rainy
2025-01-02 01:10:00,33.74,68.58,Cloudy,Sunny
2025-01-02 01:15:00,33.05,65.54,Rainy,Sunny
2025-01-02 01:20:00,29.9,57.43,Sunny,Sunny
2025-01-02 01:25:00,30.59,70.82,Sunny,Sunny
2025-01-02 01:30:00,36.39,58.71,Sunny,Rainy
2025-01-02 01:35:00,27.04,51.48,Sunny,Cloudy
2025-01-02 01:40:00,32.74,52.41,Rainy,Sunny
2025-01-02 01:45:00,28.99,50.21,Cloudy,Rainy
2025-01-02 01:50:00,28.91,57.28,Sunny,Sunny
2025-01-02 01:55:00,35.49,72.34,Rainy,Sunny
2025-01-02 02:00:00,34.13,51.95,Sunny,Sunny
2025-01-02 02:05:00,34.07,61.88,Sunny,Rainy
2025-01-02 02:10:00,36.53,53.43,Sunny,Rainy
2025-01-02 02:15:00,30.11,57.4,Rainy,Rainy
2025-01-02 02:20:00,33.41,44.9,Rainy,Sunny
2025-01-02 02:25:00,28.45,57.79,Rainy,Rainy
2025-01-02 02:30:00,31.62,58.06,Sunny,Cloudy
2025-01-02 02:35:00,29.35,65.4,Rainy,Cloudy
2025-01-02 02:40:00,30.48,62.23,Cloudy,Rainy
2025-01-02 02:45:00,32.98,48.02,Cloudy,Rainy
2025-01-02 02:50:00,25.91,70.84,Rainy,Cloudy
2025-01-02 02:55:00,40.46,62.1,Rainy,Cloudy
2025-01-02 03:00:00,24.97,61.98,Cloudy,Sunny
2025-01-02 03:05:00,23.93,59.91,Cloudy,Sunny
2025-01-02 03:10:00,35.79,54.82,Sunny,Rainy
2025-01-02 03:15:00,33.96,62.18,Sunny,Sunny
2025-01-02 03:20:00,33.12,64.76,Rainy,Sunny
2025-01-02 03:25:00,33.14,42.53,Sunny,Sunny
2025-01-02 03:30:00,29.94,54.61,Sunny,Rainy
2025-01-02 03:35:00,25.51,57.45,Sunny,Rainy
2025-01-02 03:40:00,30.38,62.56,Rainy,Rainy
2025-01-02 03:45:00,26.61,71.93,Rainy,Sunny
2025-01-02 03:50:00,34.88,52.28,Rainy,Rainy
2025-01-02 03:55:00,29.26,55.02,Sunny,Rainy
2025-01-02 04:00:00,25.87,54.87,Rainy,Cloudy
2025-01-02 04:05:00,28.39,51.98,Rainy,Cloudy
2025-01-02 04:10:00,32.06,56.53,Cloudy,Cloudy
2025-01-02 04:15:00,27.18,67.71,Cloudy,Rainy
2025-01-02 04:20:00,25.89,49.46,Cloudy,Cloudy
2025-01-02 04:25:00,31.22,64.28,Rainy,Sunny
2025-01-02 04:30:00,31.22,42.98,Cloudy,Cloudy
2025-01-02 04:35:00,27.47,54.39,Sunny,Rainy
2025-01-02 04:40:00,27.64,56.71,Cloudy,Sunny
2025-01-02 04:45:00,31.16,76.75,Rainy,Rainy
2025-01-02 04:50:00,22.76,57.25,Sunny,Rainy
2025-01-02 04:55:00,22.96,37.99,Rainy,Cloudy
2025-01-02 05:00:00,26.41,40.01,Rainy,Sunny
2025-01-02 05:05:00,28.93,60.34,Cloudy,Cloudy
2025-01-02 05:10:00,31.55,66.14,Sunny,Rainy
2025-01-02 05:15:00,37.38,63.75,Cloudy,Sunny
2025-01-02 05:20:00,34.29,61.68,Rainy,Cloudy
2025-01-02 05:25:00,29.2,71.62,Sunny,Cloudy
2025-01-02 05:30:00,29.9,54.6,Cloudy,Sunny
2025-01-02 05:35:00,24.99,68.95,Cloudy,Rainy
2025-01-02 05:40:00,29.91,43.68,Sunny,Sunny
2025-01-02 05:45:00,28.56,50.95,Rainy,Rainy
2025-01-02 05:50:00,31.61,41.93,Sunny,Sunny
2025-01-02 05:55:00,25.86,57.25,Rainy,Cloudy
2025-01-02 06:00:00,32.6,59.54,Sunny,Rainy
2025-01-02 06:05:00,37.66,61.14,Cloudy,Cloudy
2025-01-02 06:10:00,29.46,60.62,Rainy,Rainy
2025-01-02 06:15:00,32.01,50.72,Cloudy,Sunny
2025-01-02 06:20:00,33.45,58.1,Rainy,Cloudy
2025-01-02 06:25:00,27.99,45.03,Sunny,Sunny
2025-01-02 06:30:00,31.12,73.63,Cloudy,Rainy
2025-01-02 06:35:00,30.06,56.96,Sunny,Rainy
2025-01-02 06:40:00,30.49,55.11,Rainy,Rainy
2025-01-02 06:45:00,26.13,75.89,Rainy,Cloudy
2025-01-02 06:50:00,30.12,47.58,Rainy,Sunny
2025-01-02 06:55:00,32.49,48.74,Cloudy,Cloudy
2025-01-02 07:00:00,37.26,49.04,Sunny,Sunny
2025-01-02 07:05:00,34.8,59.32,Cloudy,Sunny
2025-01-02 07:10:00,40.77,64.32,Sunny,Rainy
2025-01-02 07:15:00,26.16,67.4,Sunny,Cloudy
2025-01-02 07:20:00,34.36,85.72,Rainy,Rainy
2025-01-02 07:25:00,30.92,37.51,Cloudy,Sunny
2025-01-02 07:30:00,40.95,66.09,Rainy,Rainy
2025-01-02 07:35:00,25.96,54.43,Sunny,Sunny
2025-01-02 07:40:00,25.8,54.14,Rainy,Sunny
2025-01-02 07:45:00,27.0,53.8,Sunny,Rainy
2025-01-02 07:50:00,19.38,50.91,Sunny,Rainy
2025-01-02 07:55:00,27.37,76.85,Rainy,Sunny
2025-01-02 08:00:00,26.2,68.42,Rainy,Rainy
2025-01-02 08:05:00,30.75,60.23,Sunny,Sunny
2025-01-02 08:10:00,31.71,73.51,Rainy,Sunny
2025-01-02 08:15:00,39.38,44.87,Sunny,Rainy
2025-01-02 08:20:00,34.75,46.69,Sunny,Sunny
2025-01-02 08:25:00,27.12,38.22,Rainy,Sunny
2025-01-02 08:30:00,25.51,53.01,Sunny,Cloudy
2025-01-02 08:35:00,32.46,61.62,Sunny,Cloudy
2025-01-02 08:40:00,23.4,61.03,Cloudy,Sunny
2025-01-02 08:45:00,39.16,61.49,Cloudy,Sunny
2025-01-02 08:50:00,35.9,45.89,Sunny,Cloudy
2025-01-02 08:55:00,27.65,68.03,Sunny,Sunny
2025-01-02 09:00:00,21.43,62.4,Cloudy,Sunny
2025-01-02 09:05:00,36.77,67.33,Sunny,Sunny
2025-01-02 09:10:00,29.43,41.07,Sunny,Sunny
2025-01-02 09:15:00,36.19,63.11,Sunny,Cloudy
2025-01-02 09:20:00,22.03,48.12,Sunny,Cloudy
2025-01-02 09:25:00,27.0,56.03,Cloudy,Sunny
2025-01-02 09:30:00,30.03,65.34,Cloudy,Sunny
2025-01-02 09:35:00,30.23,60.91,Sunny,Sunny
2025-01-02 09:40:00,27.75,51.48,Sunny,Sunny
2025-01-02 09:45:00,33.11,60.06,Sunny,Rainy
2025-01-02 09:50:00,24.66,44.68,Sunny,Sunny
2025-01-02 09:55:00,29.29,71.5,Rainy,Sunny
2025-01-02 10:00:00,30.6,57.95,Sunny,Rainy
2025-01-02 10:05:00,32.57,71.19,Sunny,Rainy
2025-01-02 10:10:00,33.56,54.73,Rainy,Sunny
2025-01-02 10:15:00,24.38,54.76,Rainy,Sunny
2025-01-02 10:20:00,22.33,52.36,Sunny,Cloudy
2025-01-02 10:25:00,36.39,68.76,Sunny,Sunny
2025-01-02 10:30:00,31.66,52.91,Cloudy,Rainy
2025-01-02 10:35:00,26.26,66.45,Sunny,Sunny
2025-01-02 10:40:00,37.76,56.18,Rainy,Rainy
2025-01-02 10:45:00,30.58,40.24,Sunny,Sunny
2025-01-02 10:50:00,35.9,54.3,Rainy,Rainy
2025-01-02 10:55:00,30.34,48.21,Sunny,Sunny
2025-01-02 11:00:00,40.3,60.34,Rainy,Sunny
2025-01-02 11:05:00,38.78,48.1,Sunny,Cloudy
2025-01-02 11:10:00,28.76,69.26,Sunny,Sunny
2025-01-02 11:15:00,34.86,59.09,Cloudy,Sunny
2025-01-02 11:20:00,33.23,58.22,Sunny,Cloudy
2025-01-02 11:25:00,36.84,66.56,Sunny,Rainy
2025-01-02 11:30:00,25.18,69.64,Cloudy,Sunny
2025-01-02 11:35:00,33.43,59.8,Rainy,Rainy
2025-01-02 11:40:00,35.29,52.29,Sunny,Sunny
2025-01-02 11:45:00,21.21,42.26,Rainy,Cloudy
2025-01-02 11:50:00,24.08,53.14,Sunny,Rainy
2025-01-02 11:55:00,19.8,53.83,Cloudy,Sunny
2025-01-02 12:00:00,28.65,61.07,Rainy,Sunny
2025-01-02 12:05:00,33.59,56.55,Sunny,Sunny
2025-01-02 12:10:00,37.51,66.88,Sunny,Sunny
2025-01-02 12:15:00,30.37,53.87,Sunny,Rainy
2025-01-02 12:20:00,38.14,59.43,Sunny,Rainy
2025-01-02 12:25:00,23.1,71.84,Rainy,Sunny
2025-01-02 12:30:00,21.48,63.42,Rainy,Sunny
2025-01-02 12:35:00,29.72,59.4,Sunny,Rainy
2025-01-02 12:40:00,31.92,53.98,Sunny,Cloudy
2025-01-02 12:45:00,29.84,53.67,Rainy,Sunny
2025-01-02 12:50:00,19.66,51.49,Cloudy,Rainy
